ID	Gene Name	Species	ENTREZ_GENE_ID
WNK4	WNK lysine deficient protein kinase 4	Homo sapiens	65266,
WISP1	WNT1 inducible signaling pathway protein 1	Homo sapiens	8840,
WISP2	WNT1 inducible signaling pathway protein 2	Homo sapiens	8839,
WWC1	WW and C2 domain containing 1	Homo sapiens	23286,
WBP11	WW domain binding protein 11	Homo sapiens	51729,
WBP2	WW domain binding protein 2	Homo sapiens	23558,
WBP4	WW domain binding protein 4 (formin binding protein 21)	Homo sapiens	11193,
WBP5	WW domain binding protein 5	Homo sapiens	51186,
WWP1	WW domain containing E3 ubiquitin protein ligase 1	Homo sapiens	11059,
WWP2	WW domain containing E3 ubiquitin protein ligase 2	Homo sapiens	11060,
WAC	WW domain containing adaptor with coiled-coil	Homo sapiens	51322,
WWOX	WW domain containing oxidoreductase	Homo sapiens	51741,
WWTR1	WW domain containing transcription regulator 1	Homo sapiens	25937,
WRNIP1	Werner helicase interacting protein 1	Homo sapiens	56897,
WT1	Wilms tumor 1	Homo sapiens	7490,
WTAP	Wilms tumor 1 associated protein	Homo sapiens	9589,
WTIP	Wilms tumor 1 interacting protein	Homo sapiens	126374,
WAS	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	Homo sapiens	7454,
WASL	Wiskott-Aldrich syndrome-like	Homo sapiens	8976,
WHSC2	Wolf-Hirschhorn syndrome candidate 2	Homo sapiens	7469,
WFS1	Wolfram syndrome 1 (wolframin)	Homo sapiens	7466,
XAGE2	X antigen family, member 2B; X antigen family, member 2	Homo sapiens	728242,9502,
XBP1	X-box binding protein 1	Homo sapiens	7494,
XK	X-linked Kx blood group (McLeod syndrome)	Homo sapiens	7504,
XIAP	X-linked inhibitor of apoptosis	Homo sapiens	331,
XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	Homo sapiens	7511,
XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	Homo sapiens	7515,
XRCC2	X-ray repair complementing defective repair in Chinese hamster cells 2	Homo sapiens	7516,
XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	Homo sapiens	7517,
XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	Homo sapiens	7518,
XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)	Homo sapiens	7520,
XRCC6	X-ray repair complementing defective repair in Chinese hamster cells 6; similar to ATP-dependent DNA helicase II, 70 kDa subunit	Homo sapiens	2547,389901,
XAF1	XIAP associated factor 1	Homo sapiens	54739,
XAB2	XPA binding protein 2	Homo sapiens	56949,
XRCC6BP1	XRCC6 binding protein 1	Homo sapiens	91419,
YBX1	Y box binding protein 1	Homo sapiens	4904,
YEATS4	YEATS domain containing 4	Homo sapiens	8089,
YKT6	YKT6 v-SNARE homolog (S. cerevisiae)	Homo sapiens	10652,
YLPM1	YLP motif containing 1	Homo sapiens	56252,
YME1L1	YME1-like 1 (S. cerevisiae)	Homo sapiens	10730,
YOD1	YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)	Homo sapiens	55432,
YTHDC1	YTH domain containing 1	Homo sapiens	91746,
YAF2	YY1 associated factor 2	Homo sapiens	10138,
YY1AP1	YY1 associated protein 1; gon-4-like (C. elegans)	Homo sapiens	54856,55249,
YY1	YY1 transcription factor	Homo sapiens	7528,
YAP1	Yes-associated protein 1, 65kDa	Homo sapiens	10413,
YIPF2	Yip1 domain family, member 2	Homo sapiens	78992,
YIPF3	Yip1 domain family, member 3	Homo sapiens	25844,
YIPF4	Yip1 domain family, member 4	Homo sapiens	84272,
YIPF5	Yip1 domain family, member 5	Homo sapiens	81555,
YIPF6	Yip1 domain family, member 6	Homo sapiens	286451,
YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	Homo sapiens	10897,
ZWINT	ZW10 interactor	Homo sapiens	11130,
ZW10	ZW10, kinetochore associated, homolog (Drosophila)	Homo sapiens	9183,
ZXDC	ZXD family zinc finger C	Homo sapiens	79364,
ZIC1	Zic family member 1 (odd-paired homolog, Drosophila)	Homo sapiens	7545,
ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)	Homo sapiens	7546,
ZIC3	Zic family member 3 (odd-paired homolog, Drosophila)	Homo sapiens	7547,
ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)	Homo sapiens	55055,
ADCK1	aarF domain containing kinase 1	Homo sapiens	57143,
ABHD5	abhydrolase domain containing 5	Homo sapiens	51099,
ABI2	abl interactor 2	Homo sapiens	10152,
ABI1	abl-interactor 1	Homo sapiens	10006,
ACAT2	acetyl-Coenzyme A acetyltransferase 2	Homo sapiens	39,
ACACA	acetyl-Coenzyme A carboxylase alpha	Homo sapiens	31,
ACACB	acetyl-Coenzyme A carboxylase beta	Homo sapiens	32,
ACHE	acetylcholinesterase (Yt blood group)	Homo sapiens	43,
ASMTL	acetylserotonin O-methyltransferase-like	Homo sapiens	8623,
ASCL1	achaete-scute complex homolog 1 (Drosophila)	Homo sapiens	429,
ASCL2	achaete-scute complex homolog 2 (Drosophila)	Homo sapiens	430,
ASCL3	achaete-scute complex homolog 3 (Drosophila)	Homo sapiens	56676,
ASCL4	achaete-scute complex homolog 4 (Drosophila)	Homo sapiens	121549,
ACP1	acid phosphatase 1, soluble	Homo sapiens	52,
ACP5	acid phosphatase 5, tartrate resistant	Homo sapiens	54,
ACP6	acid phosphatase 6, lysophosphatidic	Homo sapiens	51205,
ACPP	acid phosphatase, prostate	Homo sapiens	55,
ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	Homo sapiens	23520,
ADI1	acireductone dioxygenase 1	Homo sapiens	55256,
ACO2	aconitase 2, mitochondrial	Homo sapiens	50,
ACR	acrosin	Homo sapiens	49,
ABLIM1	actin binding LIM protein 1	Homo sapiens	3983,
ABLIM3	actin binding LIM protein family, member 3	Homo sapiens	22885,
AFAP1	actin filament associated protein 1	Homo sapiens	60312,
AFAP1L2	actin filament associated protein 1-like 2	Homo sapiens	84632,
ARPC1A	actin related protein 2/3 complex, subunit 1A, 41kDa	Homo sapiens	10552,
ARPC1B	actin related protein 2/3 complex, subunit 1B, 41kDa; similar to Actin-related protein 2/3 complex subunit 1B (ARP2/3 complex 41 kDa subunit) (p41-ARC)	Homo sapiens	10095,653888,
ARPC2	actin related protein 2/3 complex, subunit 2, 34kDa	Homo sapiens	10109,
ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	Homo sapiens	10092,
ARPC5L	actin related protein 2/3 complex, subunit 5-like	Homo sapiens	81873,
ACTA1	actin, alpha 1, skeletal muscle	Homo sapiens	58,
ACTA2	actin, alpha 2, smooth muscle, aorta	Homo sapiens	59,
ACTC1	actin, alpha, cardiac muscle 1	Homo sapiens	70,
ACTB	actin, beta	Homo sapiens	60,
ACTG1	actin, gamma 1	Homo sapiens	71,
ACTG2	actin, gamma 2, smooth muscle, enteric	Homo sapiens	72,
ABRA	actin-binding Rho activating protein	Homo sapiens	137735,
ACTL6A	actin-like 6A	Homo sapiens	86,
ACTL6B	actin-like 6B	Homo sapiens	51412,
ACTL7A	actin-like 7A	Homo sapiens	10881,
ACTR10	actin-related protein 10 homolog (S. cerevisiae)	Homo sapiens	55860,
ACTN1	actinin, alpha 1	Homo sapiens	87,
ACTN2	actinin, alpha 2	Homo sapiens	88,
ACTN3	actinin, alpha 3	Homo sapiens	89,
ACTN4	actinin, alpha 4	Homo sapiens	81,
ASCC1	activating signal cointegrator 1 complex subunit 1	Homo sapiens	51008,
ASCC2	activating signal cointegrator 1 complex subunit 2	Homo sapiens	84164,
ASCC3	activating signal cointegrator 1 complex subunit 3	Homo sapiens	10973,
ATF1	activating transcription factor 1	Homo sapiens	466,
ATF2	activating transcription factor 2	Homo sapiens	1386,
ATF3	activating transcription factor 3	Homo sapiens	467,
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67); activating transcription factor 4C	Homo sapiens	468,643159,
ATF5	activating transcription factor 5	Homo sapiens	22809,
ATF6	activating transcription factor 6	Homo sapiens	22926,
ATF6B	activating transcription factor 6 beta	Homo sapiens	1388,
ATF7	activating transcription factor 7	Homo sapiens	11016,
ATF7IP	activating transcription factor 7 interacting protein	Homo sapiens	55729,
ATF7IP2	activating transcription factor 7 interacting protein 2	Homo sapiens	80063,
AICDA	activation-induced cytidine deaminase	Homo sapiens	57379,
ABT1	activator of basal transcription 1	Homo sapiens	29777,
ABR	active BCR-related gene	Homo sapiens	29,
ACVRL1	activin A receptor type II-like 1	Homo sapiens	94,
ACVR1	activin A receptor, type I	Homo sapiens	90,
ACVR1B	activin A receptor, type IB	Homo sapiens	91,
ACVR1C	activin A receptor, type IC	Homo sapiens	130399,
ACVR2A	activin A receptor, type IIA	Homo sapiens	92,
ACVR2B	activin A receptor, type IIB	Homo sapiens	93,
ARC	activity-regulated cytoskeleton-associated protein	Homo sapiens	23237,
ACSL3	acyl-CoA synthetase long-chain family member 3	Homo sapiens	2181,
ACSL6	acyl-CoA synthetase long-chain family member 6	Homo sapiens	23305,
ACSS2	acyl-CoA synthetase short-chain family member 2	Homo sapiens	55902,
ACOT7	acyl-CoA thioesterase 7	Homo sapiens	11332,
ACBD3	acyl-Coenzyme A binding domain containing 3	Homo sapiens	64746,
ACAD8	acyl-Coenzyme A dehydrogenase family, member 8	Homo sapiens	27034,
ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	Homo sapiens	34,
ACADVL	acyl-Coenzyme A dehydrogenase, very long chain	Homo sapiens	37,
ACOX1	acyl-Coenzyme A oxidase 1, palmitoyl	Homo sapiens	51,
ACOX3	acyl-Coenzyme A oxidase 3, pristanoyl	Homo sapiens	8310,
AGK	acylglycerol kinase	Homo sapiens	55750,
APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	Homo sapiens	26060,
APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	Homo sapiens	55198,
AP1B1	adaptor-related protein complex 1, beta 1 subunit	Homo sapiens	162,
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	Homo sapiens	164,
AP1G2	adaptor-related protein complex 1, gamma 2 subunit	Homo sapiens	8906,
AP1M1	adaptor-related protein complex 1, mu 1 subunit	Homo sapiens	8907,
AP1M2	adaptor-related protein complex 1, mu 2 subunit	Homo sapiens	10053,
AP1S1	adaptor-related protein complex 1, sigma 1 subunit	Homo sapiens	1174,
AP1S2	adaptor-related protein complex 1, sigma 2 subunit pseudogene; adaptor-related protein complex 1, sigma 2 subunit	Homo sapiens	653653,8905,
AP2A1	adaptor-related protein complex 2, alpha 1 subunit	Homo sapiens	160,
AP2A2	adaptor-related protein complex 2, alpha 2 subunit	Homo sapiens	161,
AP2B1	adaptor-related protein complex 2, beta 1 subunit	Homo sapiens	163,
AP2M1	adaptor-related protein complex 2, mu 1 subunit	Homo sapiens	1173,
AP2S1	adaptor-related protein complex 2, sigma 1 subunit	Homo sapiens	1175,
AP3B1	adaptor-related protein complex 3, beta 1 subunit	Homo sapiens	8546,
AP3B2	adaptor-related protein complex 3, beta 2 subunit	Homo sapiens	8120,
AP3D1	adaptor-related protein complex 3, delta 1 subunit	Homo sapiens	8943,
AP3M1	adaptor-related protein complex 3, mu 1 subunit	Homo sapiens	26985,
AP3S1	adaptor-related protein complex 3, sigma 1 subunit	Homo sapiens	1176,
AP3S2	adaptor-related protein complex 3, sigma 2 subunit	Homo sapiens	10239,
AP4B1	adaptor-related protein complex 4, beta 1 subunit	Homo sapiens	10717,
AP4E1	adaptor-related protein complex 4, epsilon 1 subunit	Homo sapiens	23431,
AP4M1	adaptor-related protein complex 4, mu 1 subunit	Homo sapiens	9179,
ASXL2	additional sex combs like 2 (Drosophila)	Homo sapiens	55252,
ADD1	adducin 1 (alpha)	Homo sapiens	118,
ADD2	adducin 2 (beta)	Homo sapiens	119,
ADD3	adducin 3 (gamma)	Homo sapiens	120,
APRT	adenine phosphoribosyltransferase	Homo sapiens	353,
APC2	adenomatosis polyposis coli 2	Homo sapiens	10297,
APC	adenomatous polyposis coli	Homo sapiens	324,
ADORA1	adenosine A1 receptor	Homo sapiens	134,
ADORA2A	adenosine A2a receptor	Homo sapiens	135,
ADA	adenosine deaminase	Homo sapiens	100,
ADAR	adenosine deaminase, RNA-specific	Homo sapiens	103,
AMPD1	adenosine monophosphate deaminase 1 (isoform M)	Homo sapiens	270,
AHCY	adenosylhomocysteinase	Homo sapiens	191,
AHCYL1	adenosylhomocysteinase-like 1	Homo sapiens	10768,
AMD1	adenosylmethionine decarboxylase 1	Homo sapiens	262,
ADCY1	adenylate cyclase 1 (brain)	Homo sapiens	107,
ADCY10	adenylate cyclase 10 (soluble)	Homo sapiens	55811,
ADCY2	adenylate cyclase 2 (brain)	Homo sapiens	108,
ADCY3	adenylate cyclase 3	Homo sapiens	109,
ADCY5	adenylate cyclase 5	Homo sapiens	111,
ADCY6	adenylate cyclase 6	Homo sapiens	112,
ADCY7	adenylate cyclase 7	Homo sapiens	113,
ADCY8	adenylate cyclase 8 (brain)	Homo sapiens	114,
ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	Homo sapiens	116,
ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	Homo sapiens	117,
AK1	adenylate kinase 1	Homo sapiens	203,
AK2	adenylate kinase 2	Homo sapiens	204,
AK5	adenylate kinase 5	Homo sapiens	26289,
AKD1	adenylate kinase domain containing 1	Homo sapiens	221264,
ADSS	adenylosuccinate synthase	Homo sapiens	159,
ADSSL1	adenylosuccinate synthase like 1	Homo sapiens	122622,
AJAP1	adherens junctions associated protein 1	Homo sapiens	55966,
AMIGO1	adhesion molecule with Ig-like domain 1	Homo sapiens	57463,
AMIGO2	adhesion molecule with Ig-like domain 2	Homo sapiens	347902,
AMIGO3	adhesion molecule with Ig-like domain 3	Homo sapiens	386724,
ADRM1	adhesion regulating molecule 1	Homo sapiens	11047,
ADIPOR1	adiponectin receptor 1	Homo sapiens	51094,
ADIPOR2	adiponectin receptor 2	Homo sapiens	79602,
ADIPOQ	adiponectin, C1Q and collagen domain containing	Homo sapiens	9370,
PLIN2	adipose differentiation-related protein	Homo sapiens	123,
ADRA1A	adrenergic, alpha-1A-, receptor	Homo sapiens	148,
ADRA1B	adrenergic, alpha-1B-, receptor	Homo sapiens	147,
ADRA1D	adrenergic, alpha-1D-, receptor	Homo sapiens	146,
ADRA2A	adrenergic, alpha-2A-, receptor	Homo sapiens	150,
ADRA2B	adrenergic, alpha-2B-, receptor	Homo sapiens	151,
ADRA2C	adrenergic, alpha-2C-, receptor	Homo sapiens	152,
ADRBK1	adrenergic, beta, receptor kinase 1	Homo sapiens	156,
ADRBK2	adrenergic, beta, receptor kinase 2	Homo sapiens	157,
ADRB1	adrenergic, beta-1-, receptor	Homo sapiens	153,
ADRB2	adrenergic, beta-2-, receptor, surface	Homo sapiens	154,
ADRB3	adrenergic, beta-3-, receptor	Homo sapiens	155,
ACD	adrenocortical dysplasia homolog (mouse)	Homo sapiens	65057,
ADM	adrenomedullin	Homo sapiens	133,
AGER	advanced glycosylation end product-specific receptor	Homo sapiens	177,
AVIL	advillin	Homo sapiens	10677,
AFTPH	aftiphilin	Homo sapiens	54812,
ACAN	aggrecan	Homo sapiens	176,
AGRP	agouti related protein homolog (mouse)	Homo sapiens	181,
ASIP	agouti signaling protein, nonagouti homolog (mouse)	Homo sapiens	434,
AGRN	agrin	Homo sapiens	375790,
AKIRIN2	akirin 2	Homo sapiens	55122,
AGXT	alanine-glyoxylate aminotransferase	Homo sapiens	189,
AGXT2L2	alanine-glyoxylate aminotransferase 2-like 2	Homo sapiens	85007,
ANPEP	alanyl (membrane) aminopeptidase	Homo sapiens	290,
AARS	alanyl-tRNA synthetase	Homo sapiens	16,
AARS2	alanyl-tRNA synthetase 2, mitochondrial (putative)	Homo sapiens	57505,
ALB	albumin	Homo sapiens	213,
ADH1A, ADH1C	alcohol dehydrogenase 1B (class I), beta polypeptide; alcohol dehydrogenase 1A (class I), alpha polypeptide; alcohol dehydrogenase 1C (class I), gamma polypeptide	Homo sapiens	124,125,126,
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4; alcohol dehydrogenase 5 (class III), chi polypeptide	Homo sapiens	128,642443,
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	Homo sapiens	131,
ALDH1A1	aldehyde dehydrogenase 1 family, member A1	Homo sapiens	216,
ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	Homo sapiens	217,
ALDH3A1	aldehyde dehydrogenase 3 family, memberA1	Homo sapiens	218,
ALDH5A1	aldehyde dehydrogenase 5 family, member A1	Homo sapiens	7915,
ALDH7A1	aldehyde dehydrogenase 7 family, member A1	Homo sapiens	501,
AOX1	aldehyde oxidase 1	Homo sapiens	316,
AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	Homo sapiens	10327,
AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	Homo sapiens	231,
AKR1C1	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	Homo sapiens	1645,
AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	Homo sapiens	8644,
AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	Homo sapiens	8574,
AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	Homo sapiens	22977,
ALDOA	aldolase A, fructose-bisphosphate	Homo sapiens	226,
ALDOB	aldolase B, fructose-bisphosphate	Homo sapiens	229,
ALDOC	aldolase C, fructose-bisphosphate	Homo sapiens	230,
ALPI	alkaline phosphatase, intestinal	Homo sapiens	248,
ALPL	alkaline phosphatase, liver/bone/kidney	Homo sapiens	249,
ALPP	alkaline phosphatase, placental (Regan isozyme)	Homo sapiens	250,
ALPPL2	alkaline phosphatase, placental-like 2	Homo sapiens	251,
AGPS	alkylglycerone phosphate synthase	Homo sapiens	8540,
AIF1	allograft inflammatory factor 1	Homo sapiens	199,
ATRX	alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	Homo sapiens	546,
AAGAB	alpha- and gamma-adaptin-binding protein p34	Homo sapiens	79719,
A1BG	alpha-1-B glycoprotein	Homo sapiens	1,
AMBP	alpha-1-microglobulin/bikunin precursor	Homo sapiens	259,
AHSG	alpha-2-HS-glycoprotein	Homo sapiens	197,
AZGP1	alpha-2-glycoprotein 1, zinc-binding pseudogene 1; alpha-2-glycoprotein 1, zinc-binding	Homo sapiens	563,646282,
A2M	alpha-2-macroglobulin	Homo sapiens	2,
AFP	alpha-fetoprotein	Homo sapiens	174,
AMELX	amelogenin (amelogenesis imperfecta 1, X-linked)	Homo sapiens	265,
ABP1	amiloride binding protein 1 (amine oxidase (copper-containing))	Homo sapiens	26,
ACCN1	amiloride-sensitive cation channel 1, neuronal	Homo sapiens	40,
ACCN2	amiloride-sensitive cation channel 2, neuronal	Homo sapiens	41,
ACCN3	amiloride-sensitive cation channel 3	Homo sapiens	9311,
AOC3	amine oxidase, copper containing 3 (vascular adhesion protein 1)	Homo sapiens	8639,
AES	amino-terminal enhancer of split	Homo sapiens	166,
AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	Homo sapiens	9255,
AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2; stromal antigen 3-like 3	Homo sapiens	442578,7965,
ACY1	aminoacylase 1	Homo sapiens	95,
AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Homo sapiens	60496,
ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Homo sapiens	130013,
ALAD	aminolevulinate, delta-, dehydratase	Homo sapiens	210,
ALAS1	aminolevulinate, delta-, synthase 1	Homo sapiens	211,
ALAS2	aminolevulinate, delta-, synthase 2	Homo sapiens	212,
AMN	amnionless homolog (mouse)	Homo sapiens	81693,
AMPH	amphiphysin	Homo sapiens	273,
AREG	amphiregulin; amphiregulin B	Homo sapiens	374,727738,
AMY1A	amylase, alpha 1A (salivary); amylase, alpha 1B (salivary); amylase, alpha 1C (salivary)	Homo sapiens	276,277,278,
AMY2A	amylase, alpha 2A (pancreatic)	Homo sapiens	279,
AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase	Homo sapiens	178,
APCS	amyloid P component, serum	Homo sapiens	325,
APP	amyloid beta (A4) precursor protein	Homo sapiens	351,
APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1	Homo sapiens	320,
APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	Homo sapiens	321,
APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3	Homo sapiens	9546,
APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	Homo sapiens	322,
APBB1IP	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	Homo sapiens	54518,
APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2	Homo sapiens	323,
APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	Homo sapiens	10307,
APLP1	amyloid beta (A4) precursor-like protein 1	Homo sapiens	333,
APLP2	amyloid beta (A4) precursor-like protein 2	Homo sapiens	334,
APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	Homo sapiens	10513,
ALS2	amyotrophic lateral sclerosis 2 (juvenile)	Homo sapiens	57679,
ALS2CR11	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11	Homo sapiens	151254,
ALS2CR12	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12	Homo sapiens	130540,
ALS2CR8	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8	Homo sapiens	79800,
ANAPC10	anaphase promoting complex subunit 10; anaphase promoting complex subunit 10 pseudogene	Homo sapiens	10393,729198,
ANAPC11	anaphase promoting complex subunit 11	Homo sapiens	51529,
ANAPC1	anaphase promoting complex subunit 1; similar to anaphase promoting complex subunit 1	Homo sapiens	100133898,100133982,64682,
